value,type,id,key
+1 (707) 299-9655,regular,2882941726,phone
beauty,regular,2882941726,shop
http://www.yelp.com/biz/healing-tree-of-sonoma-sonoma,regular,2882941726,source
http://healingtreeofsonoma.com,regular,2882941726,website
452,addr,2882943801,housenumber
95476,addr,2882943801,postcode
1st Street East,addr,2882943801,street
Massage Envy Spa,regular,2882943801,name
+1 (707) 938-7404,regular,2882943801,phone
beauty,regular,2882943801,shop
http://www.yelp.com/biz/massage-envy-spa-sonoma,regular,2882943801,source
http://www.massageenvy.com,regular,2882943801,website
yes,regular,2882943801,wheelchair
Sonoma,addr,2883001509,city
27,addr,2883001509,housenumber
95476,addr,2883001509,postcode
East Napa Street,addr,2883001509,street
Trinity Day Spa,regular,2883001509,name
+1 (707) 326-2762,regular,2883001509,phone
beauty,regular,2883001509,shop
http://www.yelp.com/biz/trinity-day-spa-sonoma,regular,2883001509,source
http://sonomadayspaandsalon.com,regular,2883001509,website
Sonoma,addr,2883016514,city
181,addr,2883016514,housenumber
95476,addr,2883016514,postcode
Andrieux Street,addr,2883016514,street
"Zur Institute, LLC",regular,2883016514,name
company,regular,2883016514,office
+1 (707) 935-0655,regular,2883016514,phone
http://www.yelp.com/biz/zur-institute-llc-sonoma,regular,2883016514,source
http://zurinstitute.com,regular,2883016514,website
traffic_signals,regular,2883228545,crossing
crossing,regular,2883228545,highway
Bing,regular,2883228545,source
stop,regular,2883228737,highway
USGS Large Scale Imagery,regular,2883228737,source
US:R1-1,regular,2883228737,traffic_sign
forward,regular,2883228812,direction
Mapillary,regular,2883228812,source
US:W3-3,regular,2883228812,traffic_sign
uncontrolled,regular,2883228832,crossing
crossing,regular,2883228832,highway
USGS Large Scale Imagery,regular,2883228832,source
tactile_map,regular,2919083817,information
information,regular,2919083817,tourism
uncontrolled,regular,2951539017,crossing
crossing,regular,2951539017,highway
pitch,regular,2962759385,camp_site
ring,camp_site,2962759385,fire
yes,camp_site,2962759385,table
tent,camp_site,2962759385,type
ring,camp_pitch,2962759395,fire
yes,camp_pitch,2962759395,picnic_table
tent,camp_pitch,2962759395,type
camp_pitch,regular,2962759395,camp_site
drinking_water,regular,2962759825,amenity
Bing/TIGER 2012,regular,2965122755,source
forward,regular,3036375854,direction
give_way,regular,3036375854,highway
Bing,regular,3036375854,source
crossing,regular,3036375894,highway
Bing,regular,3036375894,source
crossing,regular,3036375954,highway
Bing,regular,3036375954,source
submerged,regular,3056730569,seamark:rock:water_level
rock,seamark,3056730569,type
parking,regular,3100618143,amenity
parking,regular,3100723754,amenity
telephone,regular,3101357247,amenity
destination,regular,3101375290,access
toilets,regular,3101375290,amenity
no,regular,3101375290,drinking_water
destination,regular,3101375290,fee
flush,toilets,3101375290,disposal
seated;urinal,toilets,3101375290,position
yes,regular,3101375290,wheelchair
bench,regular,3101385101,amenity
yes,regular,3101385101,backrest
toilets,regular,3117920063,amenity
pitlatrine,toilets,3117920063,disposal
bus_stop,regular,3121138221,highway
fast_food,regular,3121139938,amenity
noah's bagels,regular,3121139938,name
toilets,regular,3164928933,amenity
yes,regular,3164928933,building
bollard,regular,3165000805,barrier
removable,regular,3165000805,bollard
yes,regular,3165000805,foot
no,regular,3165390912,bulb
bus_stop,regular,3165390912,highway
Muni,regular,3165390912,operator
76X,regular,3165390912,route_ref
no,regular,3165390912,shelter
survey,regular,3165390912,source
no,regular,3165390912,ticker
gate,regular,3172747578,barrier
drinking_water,regular,3176064862,amenity
bump,regular,3233740991,traffic_calming
cemetery,regular,3299502014,landuse
Historic Life-Saving Service and G Ranch Cemetery,regular,3299502014,name
traffic_signals,regular,3368950939,crossing
crossing,regular,3368950939,highway
USGS Large Scale Imagery,regular,3368950939,source
yes,regular,3401271020,bicycle
crossing,regular,3401271020,highway
crossing,regular,3401271050,highway
uncontrolled,regular,3401271080,crossing
crossing,regular,3401271080,highway
USGS Large Scale Imagery,regular,3401271080,source
stop,regular,3449578056,highway
Bing,regular,3449578056,source
uncontrolled,regular,3449578066,crossing
crossing,regular,3449578066,highway
Bing;USGS Large Scale Imagery,regular,3449578066,source
crossing,regular,3449590002,highway
Bing,regular,3449590002,source
backward,regular,3449619944,direction
stop,regular,3449619944,highway
Bing,regular,3449619944,source
backward,regular,3449619954,direction
stop,regular,3449619954,highway
Bing,regular,3449619954,source
US:R1-1,regular,3449619954,traffic_sign
crossing,regular,3449619964,highway
Bing,regular,3449619964,source
backward,regular,3449619974,direction
stop,regular,3449619974,highway
Bing,regular,3449619974,source
US:R1-1,regular,3449619974,traffic_sign
crossing,regular,3449668717,highway
Bing,regular,3449668717,source
crossing,regular,3449668727,highway
Bing,regular,3449668727,source
forward,regular,3449668737,direction
stop,regular,3449668737,highway
Bing,regular,3449668737,source
crossing,regular,3449668747,highway
Bing,regular,3449668747,source
crossing,regular,3449668757,highway
Bing,regular,3449668757,source
backward,regular,3449668767,direction
stop,regular,3449668767,highway
Bing,regular,3449668767,source
crossing,regular,3449668777,highway
Bing,regular,3449668777,source
crossing,regular,3449668787,highway
Bing,regular,3449668787,source
forward,regular,3449710483,direction
stop,regular,3449710483,highway
Bing,regular,3449710483,source
forward,regular,3450426370,direction
stop,regular,3450426370,highway
Bing,regular,3450426370,source
forward,regular,3450426380,direction
stop,regular,3450426380,highway
Bing,regular,3450426380,source
backward,regular,3450426594,direction
stop,regular,3450426594,highway
Bing,regular,3450426594,source
uncontrolled,regular,3450535002,crossing
crossing,regular,3450535002,highway
Bing,regular,3450535002,source
uncontrolled,regular,3450535012,crossing
crossing,regular,3450535012,highway
forward,regular,3450535022,direction
stop,regular,3450535022,highway
Bing,regular,3450535022,source
backward,regular,3450535032,direction
stop,regular,3450535032,highway
Bing,regular,3450535032,source
crossing,regular,3450535042,highway
Bing,regular,3450535042,source
uncontrolled,regular,3450535052,crossing
crossing,regular,3450535052,highway
Bing,regular,3450535052,source
traffic_signals,regular,3450535062,crossing
crossing,regular,3450535062,highway
Bing,regular,3450535062,source
traffic_signals,regular,3450535072,crossing
crossing,regular,3450535072,highway
Bing,regular,3450535072,source
forward,regular,3450535082,direction
stop,regular,3450535082,highway
Bing,regular,3450535082,source
backward,regular,3450535092,direction
stop,regular,3450535092,highway
Bing,regular,3450535092,source
traffic_signals,regular,3450535102,crossing
crossing,regular,3450535102,highway
Bing,regular,3450535102,source
uncontrolled,regular,3450535112,crossing
crossing,regular,3450535112,highway
Bing,regular,3450535112,source
backward,regular,3450535122,direction
stop,regular,3450535122,highway
Bing,regular,3450535122,source
uncontrolled,regular,3450535132,crossing
crossing,regular,3450535132,highway
Bing,regular,3450535132,source
backward,regular,3450535142,direction
stop,regular,3450535142,highway
Bing,regular,3450535142,source
forward,regular,3450535152,direction
stop,regular,3450535152,highway
Bing,regular,3450535152,source
uncontrolled,regular,3450535162,crossing
crossing,regular,3450535162,highway
Bing,regular,3450535162,source
backward,regular,3450535172,direction
stop,regular,3450535172,highway
Bing,regular,3450535172,source
backward,regular,3450535182,direction
stop,regular,3450535182,highway
Bing,regular,3450535182,source
uncontrolled,regular,3450535192,crossing
crossing,regular,3450535192,highway
Bing,regular,3450535192,source
forward,regular,3450535202,direction
stop,regular,3450535202,highway
Bing,regular,3450535202,source
forward,regular,3450535212,direction
stop,regular,3450535212,highway
Bing,regular,3450535212,source
forward,regular,3450535222,direction
stop,regular,3450535222,highway
Bing,regular,3450535222,source
uncontrolled,regular,3450535232,crossing
crossing,regular,3450535232,highway
Bing,regular,3450535232,source
uncontrolled,regular,3450535242,crossing
crossing,regular,3450535242,highway
Bing,regular,3450535242,source
forward,regular,3450535252,direction
stop,regular,3450535252,highway
Bing,regular,3450535252,source
uncontrolled,regular,3450535262,crossing
crossing,regular,3450535262,highway
Bing,regular,3450535262,source
forward,regular,3450535272,direction
stop,regular,3450535272,highway
Bing,regular,3450535272,source
traffic_signals,regular,3450535282,crossing
crossing,regular,3450535282,highway
Bing,regular,3450535282,source
uncontrolled,regular,3450535292,crossing
crossing,regular,3450535292,highway
Bing,regular,3450535292,source
forward,regular,3450535502,direction
stop,regular,3450535502,highway
Bing,regular,3450535502,source
traffic_signals,regular,3450535512,crossing
crossing,regular,3450535512,highway
Bing,regular,3450535512,source
traffic_signals,regular,3450535522,crossing
crossing,regular,3450535522,highway
Bing,regular,3450535522,source
backward,regular,3450547060,direction
stop,regular,3450547060,highway
Bing,regular,3450547060,source
forward,regular,3450963535,direction
stop,regular,3450963535,highway
Bing,regular,3450963535,source
traffic_signals,regular,3450963545,crossing
crossing,regular,3450963545,highway
Bing,regular,3450963545,source
traffic_signals,regular,3450988910,crossing
crossing,regular,3450988910,highway
Bing,regular,3450988910,source
forward,regular,3450988920,direction
give_way,regular,3450988920,highway
Bing,regular,3450988920,source
backward,regular,3450988933,direction
stop,regular,3450988933,highway
Bing,regular,3450988933,source
forward,regular,3450988943,direction
stop,regular,3450988943,highway
Bing,regular,3450988943,source
forward,regular,3450988953,direction
stop,regular,3450988953,highway
Bing,regular,3450988953,source
forward,regular,3451045634,direction
stop,regular,3451045634,highway
Bing,regular,3451045634,source
backward,regular,3451045644,direction
stop,regular,3451045644,highway
Bing,regular,3451045644,source
backward,regular,3451045654,direction
stop,regular,3451045654,highway
Bing,regular,3451045654,source
forward,regular,3451045664,direction
stop,regular,3451045664,highway
Bing,regular,3451045664,source
uncontrolled,regular,3451045674,crossing
crossing,regular,3451045674,highway
Bing,regular,3451045674,source
forward,regular,3451045684,direction
stop,regular,3451045684,highway
Bing,regular,3451045684,source
forward,regular,3451046094,direction
stop,regular,3451046094,highway
Bing,regular,3451046094,source
backward,regular,3451046104,direction
stop,regular,3451046104,highway
Bing,regular,3451046104,source
forward,regular,3451046114,direction
stop,regular,3451046114,highway
Bing,regular,3451046114,source
uncontrolled,regular,3451046124,crossing
crossing,regular,3451046124,highway
Bing,regular,3451046124,source
traffic_signals,regular,3451046134,crossing
crossing,regular,3451046134,highway
Bing,regular,3451046134,source
backward,regular,3451046144,direction
stop,regular,3451046144,highway
Bing,regular,3451046144,source
backward,regular,3451046154,direction
stop,regular,3451046154,highway
Bing,regular,3451046154,source
backward,regular,3451046164,direction
stop,regular,3451046164,highway
Bing,regular,3451046164,source
forward,regular,3451063165,direction
stop,regular,3451063165,highway
Bing,regular,3451063165,source
uncontrolled,regular,3451063175,crossing
crossing,regular,3451063175,highway
Bing,regular,3451063175,source
forward,regular,3451063185,direction
stop,regular,3451063185,highway
Bing,regular,3451063185,source
backward,regular,3451063595,direction
stop,regular,3451063595,highway
Bing,regular,3451063595,source
traffic_signals,regular,3451063605,crossing
crossing,regular,3451063605,highway
Bing,regular,3451063605,source
public,regular,3479336505,access
toilets,regular,3479336505,amenity
no,regular,3479336505,drinking_water
pitlatrine,toilets,3479336505,disposal
camp_pitch,regular,3487164082,camp_site
11,regular,3487164082,ref
Mill Valley,addr,3527297912,city
197B,addr,3527297912,housenumber
94941,addr,3527297912,postcode
California,addr,3527297912,state
East Blithedale Avenue,addr,3527297912,street
house,regular,3527297912,building
197B E. Blithedale,regular,3527297912,name
yes,regular,3531946431,building
Sonoma,addr,3534530263,city
17440,addr,3534530263,housenumber
95476,addr,3534530263,postcode
CA,addr,3534530263,state
Sonoma Highway,addr,3534530263,street
community_centre,regular,3534530263,amenity
Valley of the Moon Teen Center,regular,3534530263,name
707-939-1452,regular,3534530263,phone
turning_circle,regular,3536419307,highway
private,regular,3559645807,access
parking,regular,3559645807,amenity
no,regular,3559645807,park_ride
surface,regular,3559645807,parking
no,regular,3559645807,supervised
fire_station,regular,3579299434,amenity
Stinson Beach Fire Station Number 2,regular,3579299434,name
yes,regular,3613012159,bicycle
traffic_signals,regular,3613012159,crossing
crossing,regular,3613012159,highway
USGS Large Scale Imagery,regular,3613012159,source
unmarked,regular,3618558415,crossing
crossing,regular,3618558415,highway
USGS Large Scale Imagery,regular,3618558415,source
"There appears to be a social trail in the vicinity. Please confirm, and if present, change the tag to highway=social_path",regular,3633653202,fixme
http://www.outerspatial.com/trailheads/20541,regular,3633653202,url
turning_circle,regular,3637927539,highway
1,regular,3684650479,level
"Alison Pickart, LLC and AP-Build",regular,3684650479,name
restaurant,regular,3684650489,amenity
Farmshop,regular,3684650489,name
pub,regular,3684650499,amenity
brewery,regular,3684650499,craft
Marin Brewing Company,regular,3684650499,name
cafe,regular,3684650509,amenity
Starbucks,regular,3684650509,name
marina,regular,3743690140,leisure
Club Nautique,regular,3743690140,name
tree,regular,3765763390,natural
tree,regular,3765763400,natural
tree,regular,3766187278,natural
203 units - Northgatge 3;203 units - Northgate 3,regular,3781101458,name
37 units - Kaiser,regular,3796323257,name
parking,regular,3822164863,amenity
traffic_signals,regular,3832113785,crossing
crossing,regular,3832113785,highway
USGS Large Scale Imagery,regular,3832113785,source
traffic_signals,regular,3832113795,crossing
crossing,regular,3832113795,highway
USGS Large Scale Imagery,regular,3832113795,source
uncontrolled,regular,3833465435,crossing
crossing,regular,3833465435,highway
USGS Large Scale Imagery,regular,3833465435,source
main,regular,3835261960,entrance
Brigantine Galilee Remnants,regular,3899196198,name
Mill Valley,addr,3904271953,city
357,addr,3904271953,housenumber
94941,addr,3904271953,postcode
CA,addr,3904271953,state
Miller Avenue,addr,3904271953,street
Tam Bikes,regular,3904271953,name
+1 (415) 389 1900,regular,3904271953,phone
bicycle,regular,3904271953,shop
toilets,regular,3910021613,amenity
Sausalito,addr,3912186536,city
39,addr,3912186536,housenumber
94965,addr,3912186536,postcode
CA,addr,3912186536,state
Caledonia Street,addr,3912186536,street
restaurant,regular,3912186536,amenity
french,regular,3912186536,cuisine
yes,regular,3912186536,delivery
Fast Food Francais,regular,3912186536,name
Mo-Fr 11:30-22:00; Sa-Su 10:00-22:00,regular,3912186536,opening_hours
+1 415 887 9047,regular,3912186536,phone
F3,regular,3912186536,short_name
yes,regular,3912204867,bench
no,regular,3912204867,covered
bus_stop,regular,3912204867,highway
Bridgeway & Napa St,regular,3912204867,name
Golden Gate Transit,regular,3912204867,network
no,regular,3912204867,shelter
yes,regular,3915788626,bench
bus_stop,regular,3915788626,highway
Bridgeway & Easterby St,regular,3915788626,name
Golden Gate Transit,regular,3915788626,network
yes,regular,3915788626,shelter
traffic_signals,regular,3936956469,crossing
crossing,regular,3936956469,highway
USGS Large Scale Imagery,regular,3936956469,source
traffic_signals,regular,3936956479,crossing
crossing,regular,3936956479,highway
USGS Large Scale Imagery,regular,3936956479,source
uncontrolled,regular,3936991715,crossing
crossing,regular,3936991715,highway
USGS Large Scale Imagery,regular,3936991715,source
uncontrolled,regular,3936991725,crossing
crossing,regular,3936991725,highway
USGS Large Scale Imagery,regular,3936991725,source
backward,regular,3936991745,direction
stop,regular,3936991745,highway
USGS Large Scale Imagery,regular,3936991745,source
broadleaved,regular,3937029351,leaf_type
tree,regular,3937029351,natural
USGS Large Scale Imagery,regular,3937029351,source
flagpole,regular,3946401835,man_made
USGS Large Scale Imagery,regular,3946401835,source
private,regular,3946717475,access
waste_transfer,regular,3946717475,amenity
USGS Large Scale Imagery,regular,3946717475,source
USGS Large Scale Imagery,regular,3946717885,source
bump,regular,3946717885,traffic_calming
uncontrolled,regular,3946717895,crossing
crossing,regular,3946717895,highway
USGS Large Scale Imagery,regular,3946717895,source
forward,regular,3946905210,direction
stop,regular,3946905210,highway
USGS Large Scale Imagery,regular,3946905210,source
yes,regular,3946905250,noexit
USGS Large Scale Imagery,regular,3946905250,source
forward,regular,3946985757,direction
stop,regular,3946985757,highway
USGS Large Scale Imagery,regular,3946985757,source
broadleaved,regular,3948938037,leaf_type
tree,regular,3948938037,natural
USGS Large Scale Imagery,regular,3948938037,source
Sausalito,addr,3951067928,city
750,addr,3951067928,housenumber
94965,addr,3951067928,postcode
CA,addr,3951067928,state
Bridgeway,addr,3951067928,street
bank,regular,3951067928,amenity
yes,regular,3951067928,atm
no,regular,3951067928,drive_through
Bank of America,regular,3951067928,name
Mo-Fr 10:00-16:00,regular,3951067928,opening_hours
pole,regular,3952865648,power
USGS Large Scale Imagery,regular,3952865648,source
pole,regular,3952866568,power
USGS Large Scale Imagery,regular,3952866568,source
pole,regular,3952866638,power
USGS Large Scale Imagery,regular,3952866638,source
private,regular,3952867108,access
gate,regular,3952867108,barrier
USGS Large Scale Imagery,regular,3952867108,source
yes,regular,3953008462,entrance
USGS Large Scale Imagery,regular,3953008462,source
broadleaved,regular,3953008492,leaf_type
tree,regular,3953008492,natural
yes,regular,3953008502,entrance
USGS Large Scale Imagery,regular,3953008502,source
broadleaved,regular,3953008552,leaf_type
tree,regular,3953008552,natural
bench,regular,3954496701,amenity
USGS Large Scale Imagery,regular,3954496701,source
bench,regular,3954496721,amenity
USGS Large Scale Imagery,regular,3954496721,source
traffic_signals,regular,3956254180,highway
USGS Large Scale Imagery,regular,3956254180,source
uncontrolled,regular,3956254210,crossing
crossing,regular,3956254210,highway
USGS Large Scale Imagery,regular,3956254210,source
broadleaved,regular,3957357961,leaf_type
tree,regular,3957357961,natural
USGS Large Scale Imagery,regular,3957357961,source
broadleaved,regular,3957357971,leaf_type
tree,regular,3957357971,natural
USGS Large Scale Imagery,regular,3957357971,source
broadleaved,regular,3957357981,leaf_type
tree,regular,3957357981,natural
USGS Large Scale Imagery,regular,3957357981,source
broadleaved,regular,3957358021,leaf_type
tree,regular,3957358021,natural
USGS Large Scale Imagery,regular,3957358021,source
pole,regular,3957494455,power
USGS Large Scale Imagery,regular,3957494455,source
pole,regular,3957494565,power
USGS Large Scale Imagery,regular,3957494565,source
broadleaved,regular,3957494665,leaf_type
tree,regular,3957494665,natural
USGS Large Scale Imagery,regular,3957494665,source
broadleaved,regular,3957494725,leaf_type
tree,regular,3957494725,natural
USGS Large Scale Imagery,regular,3957494725,source
broadleaved,regular,3957494805,leaf_type
tree,regular,3957494805,natural
USGS Large Scale Imagery,regular,3957494805,source
turning_circle,regular,3958567838,highway
broadleaved,regular,3958976203,leaf_type
tree,regular,3958976203,natural
USGS Large Scale Imagery,regular,3958976203,source
broadleaved,regular,3958976223,leaf_type
tree,regular,3958976223,natural
USGS Large Scale Imagery,regular,3958976223,source
broadleaved,regular,3958976253,leaf_type
tree,regular,3958976253,natural
USGS Large Scale Imagery,regular,3958976253,source
broadleaved,regular,3959010590,leaf_type
tree,regular,3959010590,natural
USGS Large Scale Imagery,regular,3959010590,source
broadleaved,regular,3959010840,leaf_type
tree,regular,3959010840,natural
USGS Large Scale Imagery,regular,3959010840,source
broadleaved,regular,3959010950,leaf_type
tree,regular,3959010950,natural
USGS Large Scale Imagery,regular,3959010950,source
broadleaved,regular,3960829582,leaf_type
tree,regular,3960829582,natural
USGS Large Scale Imagery,regular,3960829582,source
bench,regular,3960829652,amenity
USGS Large Scale Imagery,regular,3960829652,source
broadleaved,regular,3960829672,leaf_type
tree,regular,3960829672,natural
USGS Large Scale Imagery,regular,3960829672,source
broadleaved,regular,3960829682,leaf_type
tree,regular,3960829682,natural
USGS Large Scale Imagery,regular,3960829682,source
picnic_table,regular,3965300879,leisure
USGS Large Scale Imagery,regular,3965300879,source
give_way,regular,3969097189,highway
USGS Large Scale Imagery,regular,3969097189,source
traffic_signals,regular,3969235213,crossing
crossing,regular,3969235213,highway
USGS Large Scale Imagery,regular,3969235213,source
broadleaved,regular,3973088476,leaf_type
tree,regular,3973088476,natural
USGS Large Scale Imagery,regular,3973088476,source
broadleaved,regular,3973088686,leaf_type
tree,regular,3973088686,natural
USGS Large Scale Imagery,regular,3973088686,source
broadleaved,regular,3973088916,leaf_type
tree,regular,3973088916,natural
USGS Large Scale Imagery,regular,3973088916,source
broadleaved,regular,3973089006,leaf_type
tree,regular,3973089006,natural
USGS Large Scale Imagery,regular,3973089006,source
bollard,regular,3973089186,barrier
yes,regular,3973089186,foot
USGS Large Scale Imagery,regular,3973089186,source
broadleaved,regular,3973089246,leaf_type
tree,regular,3973089246,natural
USGS Large Scale Imagery,regular,3973089246,source
traffic_signals,regular,3973374459,crossing
crossing,regular,3973374459,highway
USGS Large Scale Imagery,regular,3973374459,source
pole,regular,3973374489,power
USGS Large Scale Imagery,regular,3973374489,source
uncontrolled,regular,3973374499,crossing
crossing,regular,3973374499,highway
USGS Large Scale Imagery,regular,3973374499,source
pole,regular,3973374509,power
USGS Large Scale Imagery,regular,3973374509,source
pole,regular,3973374519,power
USGS Large Scale Imagery,regular,3973374519,source
broadleaved,regular,3973526603,leaf_type
tree,regular,3973526603,natural
USGS Large Scale Imagery,regular,3973526603,source
pole,regular,3973526613,power
USGS Large Scale Imagery,regular,3973526613,source
pole,regular,3973526623,power
USGS Large Scale Imagery,regular,3973526623,source
pole,regular,3973526633,power
USGS Large Scale Imagery,regular,3973526633,source
pole,regular,3973526643,power
USGS Large Scale Imagery,regular,3973526643,source
traffic_signals,regular,3973677318,crossing
crossing,regular,3973677318,highway
USGS Large Scale Imagery,regular,3973677318,source
yes,regular,3973950931,bicycle
uncontrolled,regular,3973950931,crossing
crossing,regular,3973950931,highway
USGS Large Scale Imagery,regular,3973950931,source
yes,regular,3975595488,noexit
USGS Large Scale Imagery,regular,3975595488,source
broadleaved,regular,3975595518,leaf_type
tree,regular,3975595518,natural
USGS Large Scale Imagery,regular,3975595518,source
bollard,regular,3975722659,barrier
permissive,regular,3975722659,bicycle
permissive,regular,3975722659,foot
USGS Large Scale Imagery,regular,3975722659,source
forward,regular,3977662994,direction
stop,regular,3977662994,highway
USGS Large Scale Imagery,regular,3977662994,source
no,regular,3977666214,motor_vehicle
USGS Large Scale Imagery,regular,3977666214,source
broadleaved,regular,3977666234,leaf_type
tree,regular,3977666234,natural
USGS Large Scale Imagery,regular,3977666234,source
broadleaved,regular,3977666244,leaf_type
tree,regular,3977666244,natural
USGS Large Scale Imagery,regular,3977666244,source
broadleaved,regular,3977666314,leaf_type
tree,regular,3977666314,natural
USGS Large Scale Imagery,regular,3977666314,source
broadleaved,regular,3977666394,leaf_type
tree,regular,3977666394,natural
USGS Large Scale Imagery,regular,3977666394,source
private,regular,3977890077,access
gate,regular,3977890077,barrier
USGS Large Scale Imagery,regular,3977890077,source
broadleaved,regular,3977890237,leaf_type
tree,regular,3977890237,natural
USGS Large Scale Imagery,regular,3977890237,source
broadleaved,regular,3979120157,leaf_type
tree,regular,3979120157,natural
USGS Large Scale Imagery,regular,3979120157,source
broadleaved,regular,3979140545,leaf_type
tree,regular,3979140545,natural
USGS Large Scale Imagery,regular,3979140545,source
needleleaved,regular,3979233520,leaf_type
tree,regular,3979233520,natural
USGS Large Scale Imagery,regular,3979233520,source
broadleaved,regular,3979233570,leaf_type
tree,regular,3979233570,natural
USGS Large Scale Imagery,regular,3979233570,source
stop,regular,3979233660,highway
USGS Large Scale Imagery,regular,3979233660,source
broadleaved,regular,3979563255,leaf_type
tree,regular,3979563255,natural
USGS Large Scale Imagery,regular,3979563255,source
broadleaved,regular,3979563435,leaf_type
tree,regular,3979563435,natural
USGS Large Scale Imagery,regular,3979563435,source
broadleaved,regular,3981533674,leaf_type
tree,regular,3981533674,natural
USGS Large Scale Imagery,regular,3981533674,source
broadleaved,regular,3981533734,leaf_type
tree,regular,3981533734,natural
USGS Large Scale Imagery,regular,3981533734,source
needleleaved,regular,3981533744,leaf_type
tree,regular,3981533744,natural
USGS Large Scale Imagery,regular,3981533744,source
broadleaved,regular,3981533754,leaf_type
tree,regular,3981533754,natural
USGS Large Scale Imagery,regular,3981533754,source
broadleaved,regular,3981533984,leaf_type
tree,regular,3981533984,natural
USGS Large Scale Imagery,regular,3981533984,source
broadleaved,regular,3981534054,leaf_type
tree,regular,3981534054,natural
USGS Large Scale Imagery,regular,3981534054,source
broadleaved,regular,3981534674,leaf_type
tree,regular,3981534674,natural
USGS Large Scale Imagery,regular,3981534674,source
broadleaved,regular,3981534754,leaf_type
tree,regular,3981534754,natural
USGS Large Scale Imagery,regular,3981534754,source
needleleaved,regular,3981535264,leaf_type
tree,regular,3981535264,natural
USGS Large Scale Imagery,regular,3981535264,source
broadleaved,regular,3981535634,leaf_type
tree,regular,3981535634,natural
USGS Large Scale Imagery,regular,3981535634,source
broadleaved,regular,3981535644,leaf_type
tree,regular,3981535644,natural
USGS Large Scale Imagery,regular,3981535644,source
broadleaved,regular,3981535654,leaf_type
tree,regular,3981535654,natural
USGS Large Scale Imagery,regular,3981535654,source
broadleaved,regular,3981535754,leaf_type
tree,regular,3981535754,natural
USGS Large Scale Imagery,regular,3981535754,source
needleleaved,regular,3981535764,leaf_type
tree,regular,3981535764,natural
USGS Large Scale Imagery,regular,3981535764,source
broadleaved,regular,3981535794,leaf_type
tree,regular,3981535794,natural
USGS Large Scale Imagery,regular,3981535794,source
USGS Large Scale Imagery,regular,3982469520,source
bump,regular,3982469520,traffic_calming
USGS Large Scale Imagery,regular,3982469530,source
bump,regular,3982469530,traffic_calming
uncontrolled,regular,3982473760,crossing
crossing,regular,3982473760,highway
USGS Large Scale Imagery,regular,3982473760,source
uncontrolled,regular,3982473800,crossing
crossing,regular,3982473800,highway
USGS Large Scale Imagery,regular,3982473800,source
uncontrolled,regular,3982474040,crossing
crossing,regular,3982474040,highway
USGS Large Scale Imagery,regular,3982474040,source
broadleaved,regular,3982474110,leaf_type
tree,regular,3982474110,natural
USGS Large Scale Imagery,regular,3982474110,source
broadleaved,regular,3982474120,leaf_type
tree,regular,3982474120,natural
USGS Large Scale Imagery,regular,3982474120,source
broadleaved,regular,3982474130,leaf_type
tree,regular,3982474130,natural
USGS Large Scale Imagery,regular,3982474130,source
broadleaved,regular,3982474200,leaf_type
tree,regular,3982474200,natural
USGS Large Scale Imagery,regular,3982474200,source
broadleaved,regular,3982474210,leaf_type
tree,regular,3982474210,natural
USGS Large Scale Imagery,regular,3982474210,source
broadleaved,regular,3982474220,leaf_type
tree,regular,3982474220,natural
USGS Large Scale Imagery,regular,3982474220,source
broadleaved,regular,3982474250,leaf_type
tree,regular,3982474250,natural
USGS Large Scale Imagery,regular,3982474250,source
broadleaved,regular,3982474400,leaf_type
tree,regular,3982474400,natural
USGS Large Scale Imagery,regular,3982474400,source
backward,regular,3982474560,direction
stop,regular,3982474560,highway
USGS Large Scale Imagery,regular,3982474560,source
private,regular,3982474570,access
bench,regular,3982474570,amenity
USGS Large Scale Imagery,regular,3982474570,source
yes,regular,3982474590,noexit
USGS Large Scale Imagery,regular,3982474590,source
unmarked,regular,3982475000,crossing
crossing,regular,3982475000,highway
USGS Large Scale Imagery,regular,3982475000,source
yes,regular,3982475010,noexit
USGS Large Scale Imagery,regular,3982475010,source
broadleaved,regular,3982475300,leaf_type
tree,regular,3982475300,natural
USGS Large Scale Imagery,regular,3982475300,source
broadleaved,regular,3982475330,leaf_type
tree,regular,3982475330,natural
USGS Large Scale Imagery,regular,3982475330,source
yes,regular,3982475590,noexit
USGS Large Scale Imagery,regular,3982475590,source
broadleaved,regular,3982475610,leaf_type
tree,regular,3982475610,natural
USGS Large Scale Imagery,regular,3982475610,source
private,regular,3982475710,access
waste_disposal,regular,3982475710,amenity
USGS Large Scale Imagery,regular,3982475710,source
broadleaved,regular,3982475730,leaf_type
tree,regular,3982475730,natural
USGS Large Scale Imagery,regular,3982475730,source
backward,regular,3984416905,direction
stop,regular,3984416905,highway
USGS Large Scale Imagery,regular,3984416905,source
yes,regular,3984416925,noexit
unmarked,regular,3984422585,crossing
crossing,regular,3984422585,highway
USGS Large Scale Imagery,regular,3984422585,source
unmarked,regular,3984422675,crossing
crossing,regular,3984422675,highway
broadleaved,regular,3984422705,leaf_type
tree,regular,3984422705,natural
USGS Large Scale Imagery,regular,3984422705,source
broadleaved,regular,3984422725,leaf_type
tree,regular,3984422725,natural
USGS Large Scale Imagery,regular,3984422725,source
broadleaved,regular,3984422755,leaf_type
tree,regular,3984422755,natural
USGS Large Scale Imagery,regular,3984422755,source
broadleaved,regular,3984422885,leaf_type
